id,reference,currentStage,edition,publicationDate
637,ISO/R 331:1963,9599,1,1963-01-01
638,ISO/R 332:1963,9599,1,1963-01-01
639,ISO/R 333:1963,9599,1,1963-01-01
640,ISO/WD 0,2098,1,
641,ISO/WD 0,2098,1,
642,ISO/R 334:1963,9599,1,1963-01-01
643,ISO/R 335:1963,9599,1,1963-01-01
644,ISO/WD 0,2098,1,
645,ISO/WD 0,2098,1,
646,ISO/R 336:1963,9599,1,1963-01-01
647,ISO/R 337:1963,9599,1,1963-01-01
648,ISO/R 340:1963,9599,1,1963-01-01
649,ISO/R 342:1963,9599,1,1963-01-01
650,ISO/WD 0,2098,1,
651,ISO/WD 0,2098,1,
652,ISO/WD 0,2098,1,
653,ISO/R 342:1971,9599,2,1971-01-01
654,ISO/R 349:1963,9599,1,1963-01-01
655,ISO/WD 0,2098,1,
656,ISO/WD 0,2098,1,
657,ISO/WD 0,2098,1,
658,ISO/WD 0,2098,1,
659,ISO/WD 0,2098,1,
660,ISO/WD 0,2098,1,
661,ISO/R 351:1963,9599,1,1963-01-01
662,ISO/R 352:1963,9599,1,1963-01-01
663,ISO/R 358:1963,9599,1,1963-01-01
664,ISO/R 359:1963,9599,1,1963-01-01
665,ISO/WD 0,2098,1,
666,ISO/R 360:1963,9599,1,1963-01-01
667,ISO/R 361:1963,9599,1,1963-01-01
668,ISO/WD 0,2098,1,
669,ISO/WD 0,2098,1,
670,ISO/R 364:1967,9599,2,1967-01-01
671,ISO/WD 0,2098,1,
672,ISO/R 365:1967,9599,1,1967-01-01
673,ISO/WD 0,2098,1,
674,ISO/R 366:1967,9599,2,1967-01-01
675,ISO/WD 0,2098,1,
676,ISO/WD 0,2098,1,
677,ISO/WD 0,2098,1,
678,ISO/R 367:1967,9599,2,1967-01-01
679,ISO/R 37:1968,9599,2,1968-01-01
680,ISO/R 370:1964,9599,1,1964-01-01
681,ISO/WD 0,2098,1,
682,ISO/R 375:1964,9599,1,1964-01-01
683,ISO/R 377:1964,9599,1,1964-01-01
684,ISO/WD 0,2098,1,
685,ISO/R 377:1961,9599,1,1961-01-01
686,ISO/R 379:1964,9599,1,1964-01-01
687,ISO/R 383:1964,9599,1,1964-01-01
688,ISO/WD 0,2098,1,
689,ISO/R 386:1964,9599,1,1964-01-01
690,ISO/R 387:1984,9599,1,1984-01-01
691,ISO/WD 0,2098,1,
692,ISO/WD 0,2098,1,
693,ISO/WD 0,2098,1,
694,ISO/WD 0,2098,1,
695,ISO/R 387:1964,9599,1,1964-01-01
696,ISO/R 389:1964/Add 1,9599,1,1964-01-01
697,ISO/WD 0,2098,1,
698,ISO/R 389:1964,9599,1,1964-01-01
699,ISO/R 391:1964,9599,1,1964-01-01
700,ISO/WD 0,2098,1,
701,ISO/WD 0,2098,1,
702,ISO/WD 0,2098,1,
703,ISO/R 404:1964,9599,1,1964-01-01
704,ISO/WD 0,2098,1,
705,ISO/R 406:1964,9599,1,1964-01-01
706,ISO/WD 0-1,2098,1,
707,ISO/R 410:1964,9599,1,1964-01-01
708,ISO/WD 0,2098,1,
709,ISO/WD 0,2098,1,
710,ISO/WD 0,2098,1,
711,ISO/R 412:1965,9599,1,1965-01-01
712,ISO/WD 0,2098,1,
713,ISO/WD 0,2098,1,
714,ISO/WD 0,2098,1,
715,ISO/R 415:1985,9599,1,1985-01-01
716,ISO/WD 0,2098,1,
717,ISO/WD 0,2098,1,
718,ISO/WD 0,2098,1,
719,ISO/R 416:1985,9599,1,1985-01-01
720,ISO/WD 0,2098,1,
721,ISO/R 416:1965,9599,1,1965-01-01
722,ISO/WD 0,2098,1,
723,ISO/R 417:1985,9599,1,1985-01-01
724,ISO/WD 0,2098,1,
725,ISO/R 419:1965,9599,1,1965-01-01
726,ISO/WD 0,2098,1,
727,ISO/WD 0,2098,1,
728,ISO/WD 0,2098,1,
729,ISO/WD 0,2098,1,
730,ISO/WD 0,2098,1,
731,ISO/R 420:1965,9599,1,1965-01-01
732,ISO/WD 0,2098,1,
733,ISO/WD 0,2098,1,
734,ISO/WD 0,2098,1,
735,ISO/R 422:1965,9599,1,1965-01-01
736,ISO/WD 0,2098,1,
737,ISO/WD 0,2098,1,
738,ISO/WD 0,2098,1,
739,ISO/R 423:1965,9599,1,1965-01-01
740,ISO/WD 0,2098,1,
741,ISO/WD 0,2098,1,
742,ISO/WD 0,2098,1,
743,ISO/R 424:1965,9599,1,1965-01-01
744,ISO/WD 0,2098,1,
745,ISO/WD 0,2098,1,
746,ISO/WD 0,2098,1,
747,ISO/R 425:1965,9599,1,1965-01-01
748,ISO/WD 0,2098,1,
749,ISO/WD 0,2098,1,
750,ISO/WD 0,2098,1,
751,ISO/R 426:1965,9599,1,1965-01-01
752,ISO/R 427:1965,9599,1,1965-01-01
753,ISO/WD 0,2098,1,
754,ISO/WD 0,2098,1,
755,ISO/R 428:1965,9599,1,1965-01-01
756,ISO/WD 0,2098,1,
757,ISO/R 429:1965,9599,1,1965-01-01
758,ISO/WD 0,2098,1,
759,ISO/R 430:1965,9599,1,1965-01-01
760,ISO/WD 0,2098,1,
761,ISO/WD 0,2098,1,
762,ISO/WD 0,2098,1,
763,ISO/R 431:1965,9599,1,1965-01-01
764,ISO/R 432:1965,9599,1,1965-01-01
765,ISO/R 433:1965,9599,1,1965-01-01
766,ISO/WD 0,2098,1,
767,ISO/R 435:1965,9599,1,1965-01-01
768,ISO/WD 0,2098,1,
769,ISO/WD 0,2098,1,
770,ISO/WD 0,2098,1,
771,ISO/R 437:1965,9599,1,1965-01-01
772,ISO/WD 0-1,2098,1,
773,ISO/WD 0,2098,1,
774,ISO/WD 0,2098,1,
775,ISO/R 438:1965,9599,1,1965-01-01
776,ISO/R 439:1969,9599,2,1969-01-01
777,ISO/WD 0,2098,1,
778,ISO/WD 0,2098,1,
779,ISO/R 441:1965,9599,1,1965-01-01
780,ISO/R 444:1965,9599,1,1965-01-01
781,ISO/R 446:1965,9599,1,1965-01-01
782,ISO/WD 0,2098,1,
783,ISO/R 447:1965,9599,1,1965-01-01
784,ISO/R 448:1965,9599,1,1965-01-01
785,ISO/WD 0,2098,1,
786,ISO/WD 0,2098,1,
787,ISO/R 449:1965,9599,1,1965-01-01
788,ISO/R 454:1965,9599,1,1965-01-01
789,ISO/R 456:1965,9599,1,1965-01-01
790,ISO/WD 0,2098,1,
791,ISO/R 457:1985,9599,1,1985-01-01
792,ISO/R 457:1965,9599,1,1965-01-01
793,ISO/WD 0,2098,1,
794,ISO/WD 0,2098,1,
795,ISO/R 464:1965,9599,1,1965-01-01
796,ISO/R 468:1966,9599,1,1966-01-01
797,ISO/R 471:1966,9599,1,1966-01-01
798,ISO/WD 0,2098,1,
799,ISO/R 472:1969/Add 2,9599,1,1969-01-01
800,ISO/R 473:1966,9599,1,1966-01-01
801,ISO/R 476:1966,9599,1,1966-01-01
802,ISO/R 477:1966,9599,1,1966-01-01
803,ISO/R 478:1966,9599,1,1966-01-01
804,ISO/R 479:1966,9599,1,1966-01-01
805,ISO/WD 0,2098,1,
806,ISO/R 48:1968,9599,2,1968-01-01
807,ISO/R 481:1966,9599,1,1966-01-01
808,ISO/R 482:1966,9599,1,1966-01-01
809,ISO/WD 0,2098,1,
810,ISO/R 485:1966,9599,1,1966-01-01
811,ISO/R 486:1966,9599,1,1966-01-01
812,ISO/R 488:1966,9599,1,1966-01-01
813,ISO/R 489:1966,9599,1,1966-01-01
814,ISO/WD 0,2098,1,
815,ISO/R 490:1966,9599,1,1966-01-01
816,ISO/R 491:1966,9599,1,1966-01-01
817,ISO/R 492:1966,9599,1,1966-01-01
818,ISO/R 495:1966,9599,1,1966-01-01
819,ISO/R 496:1966,9599,1,1966-01-01
820,ISO/WD 0,2098,1,
821,ISO/WD 0,2098,1,
822,ISO/WD 0,2098,1,
823,ISO/R 497:1966,9599,1,1966-01-01
824,ISO/WD 0,2098,1,
825,ISO/R 498:1966,9599,1,1966-01-01
826,ISO/R 500:1966,9599,1,1966-01-01
827,ISO/R 501:1986,9599,1,1986-01-01
828,ISO/R 501:1966,9599,1,1966-01-01
829,ISO/R 502:1966,9599,1,1966-01-01
830,ISO/R 504:1966,9599,1,1966-01-01
831,ISO/R 505:1966,9599,1,1966-01-01
832,ISO/R 506:1966,9599,1,1966-01-01
833,ISO/R 510:1966,9599,1,1966-01-01
834,ISO/R 511:1966,9599,1,1966-01-01
835,ISO/R 512:1966,9599,1,1966-01-01
836,ISO/WD 0,2098,1,
837,ISO/R 513:1966,9599,1,1966-01-01
838,ISO/R 514:1966,9599,1,1966-01-01
839,ISO/R 515:1966,9599,1,1966-01-01
840,ISO/WD 0,2098,1,
841,ISO/R 516:1966,9599,1,1966-01-01
842,ISO/R 517:1966,9599,1,1966-01-01
843,ISO/R 518:1966,9599,1,1966-01-01
844,ISO/R 519:1966,9599,1,1966-01-01
845,ISO/R 520:1966,9599,1,1966-01-01
846,ISO/R 522:1966,9599,1,1966-01-01
847,ISO/R 523:1966,9599,1,1966-01-01
848,ISO/WD 0,2098,1,
849,ISO/R 525:1966,9599,1,1966-01-01
850,ISO/R 525:1966/Add 1,9599,1,1966-01-01
851,ISO/R 528:1966,9599,1,1966-01-01
852,ISO/R 529:1966/Add 1,9599,1,1966-01-01
853,ISO/R 529:1966,9599,1,1966-01-01
854,ISO/R 530:1966,9599,1,1966-01-01
855,ISO/R 532:1966,9599,1,1966-01-01
856,ISO/R 535:1967,9599,1,1967-01-01
857,ISO/WD 0,2098,1,
858,ISO/R 536:1967,9599,1,1967-01-01
859,ISO/R 537:1967,9599,1,1967-01-01
860,ISO/R 54:1966,9599,2,1966-01-01
861,ISO/R 540:1967,9599,1,1967-01-01
862,ISO/R 542:1967,9599,1,1967-01-01
863,ISO/R 543:1966,9599,1,1966-01-01
864,ISO/R 544:1967,9599,1,1967-01-01
865,ISO/WD 0,2098,1,
866,ISO/R 545:1967,9599,1,1967-01-01
867,ISO/R 546:1967,9599,1,1967-01-01
868,ISO/R 547:1967,9599,1,1967-01-01
869,ISO/R 548:1966,9599,1,1966-01-01
870,ISO/R 549:1966,9599,1,1966-01-01
871,ISO/R 551:1966,9599,1,1966-01-01
872,ISO/R 553:1966,9599,1,1966-01-01
873,ISO/WD 0,2098,1,
874,ISO/R 555:1966,9599,1,1966-01-01
875,ISO/R 556:1967,9599,1,1967-01-01
876,ISO/R 558:1967,9599,1,1967-01-01
877,ISO/R 559:1967,9599,1,1967-01-01
878,ISO/R 560:1967,9599,1,1967-01-01
879,ISO/R 561:1967,9599,1,1967-01-01
880,ISO/R 562:1967,9599,1,1967-01-01
881,ISO/WD 0,2098,1,
882,ISO/R 563:1967,9599,1,1967-01-01
883,ISO/R 565:1967,9599,1,1967-01-01
884,ISO/R 567:1967,9599,1,1967-01-01
885,ISO/R 568:1967,9599,1,1967-01-01
886,ISO/R 569:1967,9599,1,1967-01-01
887,ISO/R 570:1967,9599,1,1967-01-01
888,ISO/WD 0,2098,1,
889,ISO/WD 0,2098,1,
890,ISO/R 571:1967,9599,1,1967-01-01
891,ISO/R 572:1967,9599,1,1967-01-01
892,ISO/R 573:1967,9599,1,1967-01-01
893,ISO/R 574:1967,9599,1,1967-01-01
894,ISO/R 576:1967,9599,1,1967-01-01
895,ISO/R 578-1:1969,9599,2,1969-01-01
896,ISO/R 579:1967,9599,1,1967-01-01
897,ISO/WD 0,2098,1,
898,ISO/R 580:1967,9599,1,1967-01-01
899,ISO/R 581:1967,9599,1,1967-01-01
900,ISO/R 582:1967,9599,1,1967-01-01
901,ISO/R 583:1967,9599,1,1967-01-01
902,ISO/R 584:1967,9599,1,1967-01-01
903,ISO/R 585:1967,9599,1,1967-01-01
904,ISO/R 587:1967,9599,1,1967-01-01
905,ISO/WD 0,2098,1,
906,ISO/R 589:1967,9599,1,1967-01-01
907,ISO/R 590:1967,9599,1,1967-01-01
908,ISO/R 591:1967,9599,1,1967-01-01
909,ISO/R 592:1967,9599,1,1967-01-01
910,ISO/WD 0,2098,1,
911,ISO/R 593:1967,9599,1,1967-01-01
912,ISO/R 599:1967,9599,1,1967-01-01
913,ISO/WD 0,2098,1,
914,ISO/WD 0,2098,1,
915,ISO/R 601:1967,9599,1,1967-01-01
916,ISO/R 602:1967,9599,1,1967-01-01
917,ISO/WD 0,2098,1,
918,ISO/WD 0,2098,1,
919,ISO/R 604:1967,9599,1,1967-01-01
920,ISO/WD 0,2098,1,
921,ISO/WD 0,2098,1,
922,ISO/WD 0,2098,1,
923,ISO/WD 0,2098,1,
924,ISO/WD 0,2098,1,
925,ISO/R 605:1967,9599,1,1967-01-01
926,ISO/WD 0,2098,1,
927,ISO/R 806:1967,9599,1,1967-01-01
928,ISO/R 606:1967,9599,1,1967-01-01
929,ISO/WD 0,2098,1,
930,ISO/R 607:1967,9599,1,1967-01-01
931,ISO/WD 0,2098,1,
932,ISO/R 609:1967,9599,1,1967-01-01
933,ISO/WD 0,2098,1,
934,ISO/R 610:1967,9599,1,1967-01-01
935,ISO/R 611:1967,9599,1,1967-01-01
936,ISO/R 612:1967,9599,1,1967-01-01
937,ISO/R 613:1967,9599,1,1967-01-01
938,ISO/R 614:1967,9599,1,1967-01-01
939,ISO/R 616:1967,9599,1,1967-01-01
940,ISO/R 618:1967,9599,1,1967-01-01
941,ISO/WD 0,2098,1,
942,ISO/R 619:1967,9599,1,1967-01-01
943,ISO/WD 0,2098,1,
944,ISO/R 620:1967,9599,1,1967-01-01
945,ISO/R 621:1967,9599,1,1967-01-01
946,ISO/R 623:1967,9599,1,1967-01-01
947,ISO/WD 0,2098,1,
948,ISO/R 624:1967,9599,1,1967-01-01
949,ISO/WD 0,2098,1,
950,ISO/R 625:1967,9599,1,1967-01-01
951,ISO/R 629:1967,9599,1,1967-01-01
952,ISO/R 630:1967,9599,1,1967-01-01
953,ISO/WD 0,2098,1,
954,ISO/R 631:1967,9599,1,1967-01-01
955,ISO/R 636:1967,9599,1,1967-01-01
956,ISO/R 637:1967,9599,1,1967-01-01
957,ISO/WD 0,2098,1,
958,ISO/R 638:1967,9599,1,1967-01-01
959,ISO/R 641:1968,9599,1,1968-01-01
960,ISO/R 642:1967,9599,1,1967-01-01
961,ISO/WD 0,2098,1,
962,ISO/R 643:1967,9599,1,1967-01-01
963,ISO/R 646:1967,9599,1,1967-01-01
964,ISO/R 647:1968,9599,1,1968-01-01
965,ISO/R 650:1968,9599,1,1968-01-01
966,ISO/R 651:1968,9599,1,1968-01-01
967,ISO/R 652:1968,9599,1,1968-01-01
968,ISO/R 653:1968,9599,1,1968-01-01
969,ISO/WD 0,2098,1,
970,ISO/R 654:1968,9599,1,1968-01-01
971,ISO/WD 0,2098,1,
972,ISO/R 655:1968,9599,1,1968-01-01
973,ISO/R 656:1968,9599,1,1968-01-01
974,ISO/R 658:1968,9599,1,1968-01-01
975,ISO/R 659:1968,9599,1,1968-01-01
976,ISO/R 660:1968,9599,1,1968-01-01
977,ISO/R 661:1968,9599,1,1968-01-01
978,ISO/R 662:1968,9599,1,1968-01-01
979,ISO/R 663:1968,9599,1,1968-01-01
980,ISO/R 664:1968,9599,1,1968-01-01
981,ISO/R 665:1968,9599,1,1968-01-01
982,ISO/R 666:1968,9599,1,1968-01-01
983,ISO/R 668:1968,9599,1,1968-01-01
984,ISO/R 669:1968,9599,1,1968-01-01
985,ISO/R 671:1968,9599,1,1968-01-01
986,ISO/R 673:1968,9599,1,1968-01-01
987,ISO/R 675:1966,9599,1,1966-01-01
988,ISO/R 675:1968,9599,1,1968-01-01
989,ISO/R 676:1968,9599,1,1968-01-01
990,ISO/R 677:1968,9599,1,1968-01-01
991,ISO/R 677:1966,9599,1,1966-01-01
992,ISO/R 678:1968,9599,1,1968-01-01
993,ISO/R 68:1969,9599,2,1969-01-01
994,ISO/R 684:1968,9599,1,1968-01-01
995,ISO/R 685:1968,9599,1,1968-01-01
996,ISO/R 687:1968,9599,1,1968-01-01
997,ISO/R 688:1968,9599,1,1968-01-01
998,ISO/R 689:1968,9599,1,1968-01-01
999,ISO/R 690:1968,9599,1,1968-01-01
1000,ISO/R 691:1969,9599,1,1969-01-01
1001,ISO/R 691:1968,9599,1,1968-01-01
1002,ISO/R 692:1968,9599,1,1968-01-01
1003,ISO/R 693:1968,9599,1,1968-01-01
1004,ISO/R 695:1968,9599,1,1968-01-01
1005,ISO/R 696:1968,9599,1,1968-01-01
1006,ISO/R 697:1968,9599,1,1968-01-01
1007,ISO/WD 0,2098,1,
1008,ISO/WD 0-1,2098,1,
1009,ISO/WD 0,2098,1,
1010,ISO/WD 0,2098,1,
1011,ISO/R 698:1968,9599,1,1968-01-01
1012,ISO/WD 0,2098,1,
1013,ISO/WD 0,2098,1,
1014,ISO/WD 0,2098,1,
1015,ISO/R 699:1968,9599,1,1968-01-01
1016,ISO/WD 0,2098,1,
1017,ISO/WD 0-1,2098,1,
1018,ISO/WD 0,2098,1,
1019,ISO/WD 0,2098,1,
1020,ISO/R 700:1968,9599,1,1968-01-01
1021,ISO/WD 0,2098,1,
1022,ISO/WD 0,2098,1,
1023,ISO/R 701:1968,9599,1,1968-01-01
1024,ISO/R 702:1968,9599,1,1968-01-01
1025,ISO/R 709:1968,9599,1,1968-01-01
1026,ISO/WD 0,2098,1,
1027,ISO/WD 0,2098,1,
1028,ISO/WD 0,2098,1,
1029,ISO/R 710-1:1968,9599,1,1968-01-01
1030,ISO/WD 0,2098,1,
1031,ISO/WD 0,2098,1,
1032,ISO/R 710-2:1968,9599,1,1968-01-01
1033,ISO/R 711:1968,9599,1,1968-01-01
1034,ISO/R 712:1968,9599,1,1968-01-01
1035,ISO/R 713:1968,9599,1,1968-01-01
1036,ISO/WD 0,2098,1,
1037,ISO/R 718:1968,9599,1,1968-01-01
1038,ISO/WD 0,2098,1,
1039,ISO/R 719:1968,9599,1,1968-01-01
1040,ISO/WD 0,2098,1,
1041,ISO/WD 0-1,2098,1,
1042,ISO/WD 0,2098,1,
1043,ISO/R 721:1968,9599,1,1968-01-01
1044,ISO/WD 0,2098,1,
1045,ISO/R 722:1968,9599,1,1968-01-01
1046,ISO/R 723:1968,9599,1,1968-01-01
1047,ISO/R 724:1968,9599,1,1968-01-01
1048,ISO/R 725:1968,9599,1,1968-01-01
1049,ISO/WD 0,2098,1,
1050,ISO/WD 0,2098,1,
1051,ISO/R 726:1968,9599,1,1968-01-01
1052,ISO/R 727:1968,9599,1,1968-01-01
1053,ISO/WD 0,2098,1,
1054,ISO/R 728:1968,9599,1,1968-01-01
1055,ISO/WD 0,2098,1,
1056,ISO/WD 0,2098,1,
1057,ISO/WD 0,2098,1,
1058,ISO 11323:1996,9599,1,1996-04-18
1059,ISO/WD 331,2098,3,
1060,ISO 11095:1996,9093,1,1996-02-08
1061,ISO/R 729:1968,9599,1,1968-01-01
1062,ISO/WD 13038,2098,1,
1063,ISO 12021-1:1996,9599,1,1996-08-22
1064,ISO/CD 13149,3098,1,
1065,ISO/R 730:1968,9599,1,1968-01-01
1066,ISO/WD 7200,2098,2,
1067,ISO/R 731:1968,9599,1,1968-01-01
1068,ISO/CD 12375-0,3098,1,
1069,ISO/R 734:1968,9599,1,1968-01-01
1070,ISO/R 735:1968,9599,1,1968-01-01
1071,ISO/R 736:1968,9599,1,1968-01-01
1072,ISO/CD 12339,3098,1,
1073,ISO 5832-10:1993,9599,1,1993-09-16
1074,ISO 11375:1998,9093,1,1998-04-02
1075,ISO 4951-1:2001,9599,1,2001-02-15
1076,ISO/R 737:1968,9599,1,1968-01-01
1077,ISO/WD 13453,2098,1,
1078,ISO/WD 12435,2098,1,
1079,ISO/R 738:1968,9599,1,1968-01-01
1080,ISO/R 739:1968,9599,1,1968-01-01
1081,ISO/NP 1023,1098,2,
1082,ISO 4437:1997,9599,2,1997-08-28
1083,ISO/R 740:1968,9599,1,1968-01-01
1084,ISO/TR 12662:1997,9599,1,1997-07-10
1085,ISO/R 741:1968,9599,1,1968-01-01
1086,ISO/WD 0,2098,1,
1087,ISO/WD 597,2098,2,
1088,ISO/WD 0,2098,4,
1089,ISO/WD 11317,2098,1,
1090,ISO/WD 12326,2098,1,
1091,ISO/WD 12879,2098,1,
1092,ISO/IEC WD 14391-1,2098,1,
1093,ISO 11970:2001,9599,1,2001-01-25
1094,ISO/R 742:1968,9599,1,1968-01-01
1095,ISO/WD 12668,2098,1,
1096,ISO 11843-1:1997,9092,1,1997-06-26
1097,ISO 12678-1:1996,9093,1,1996-07-18
1098,ISO 2923:1996,9093,2,1996-12-05
1099,ISO 1103:1996,9599,3,1996-02-29
1100,ISO/WD 12880,2098,1,
1101,ISO/R 743:1968,9599,1,1968-01-01
1102,ISO/R 746:1968,9599,1,1968-01-01
1103,ISO 1496-3:1995/CD Amd 1,3098,4,
1104,ISO/WD 12359,2098,1,
1105,ISO 10202-8:1998,9599,1,1998-07-02
1106,ISO/WD 0,2098,4,
1107,ISO/WD 13045,2098,1,
1108,ISO/R 748:1968,9599,1,1968-01-01
1109,ISO/CD 10771-1,3098,1,
1110,ISO/R 749:1968,9599,1,1968-01-01
1111,ISO 4967:1998,9599,2,1998-10-08
1112,ISO/R 751:1968,9599,1,1968-01-01
1113,ISO/WD 12367,2098,1,
1114,ISO/WD 2135,2098,3,
1115,ISO/WD 0,2098,1,
1116,ISO/WD 14871,2098,1,
1117,ISO/WD 2156,2098,2,
1118,ISO/R 752:1968,9599,1,1968-01-01
1119,ISO/R 754:1968,9599,1,1968-01-01
1120,ISO/WD 12663,2098,1,
1121,ISO/R 758:1968,9599,1,1968-01-01
1122,ISO/WD 0,2098,1,
1123,ISO 10787-3:1994,9599,1,1994-12-01
1124,ISO/DIS 12677,4098,1,
1125,ISO 12958:1999,9599,1,1999-03-04
1126,ISO/WD 2563,2098,2,
1127,ISO/WD 12519,2098,1,
1128,ISO/R 759:1968,9599,1,1968-01-01
1129,ISO 12757-1:1998,9599,1,1998-05-14
1130,ISO 3287:1999,9093,2,1999-12-16
1131,ISO/WD 12349,2098,1,
1132,ISO/WD 12682,2098,1,
1133,ISO/WD 0,2098,4,
1134,ISO/WD 13036,2098,1,
1135,ISO/WD 612,2098,2,
1136,ISO/WD 12733,2098,1,
1137,ISO/R 760:1968,9599,1,1968-01-01
1138,ISO/WD 0,2098,1,
1139,ISO/R 761:1968,9599,1,1968-01-01
1140,ISO/WD 12904,2098,1,
1141,ISO 2859-1:1999,9599,2,1999-11-18
1142,ISO/WD 12675,2098,4,
1143,ISO/R 762:1968,9599,1,1968-01-01
1144,ISO/DIS 12346,4098,1,
1145,ISO/WD 13150,2098,1,
1146,ISO/R 764:1968,9599,1,1968-01-01
1147,ISO 1101:2004,9599,2,2004-12-09
1148,ISO/WD 10824,2098,1,
1149,ISO/WD 12376,2098,1,
1150,ISO/R 765:1968,9599,1,1968-01-01
1151,ISO/WD 12674,2098,4,
1152,ISO/R 766:1968,9599,1,1968-01-01
1153,ISO/WD 12408,2098,1,
1154,ISO/R 767:1968,9599,1,1968-01-01
1155,ISO/R 770:1968,9599,1,1968-01-01
1156,ISO/R 771:1968,9599,1,1968-01-01
1157,ISO/R 772:1968,9599,1,1968-01-01
1158,ISO/WD 13454,2098,1,
1159,ISO/WD 12436,2098,1,
1160,ISO/WD 12673,2098,4,
1161,ISO/R 776:1968,9599,1,1968-01-01
1162,ISO/WD 12323,2098,1,
1163,ISO 10931-1:1997,9599,1,1997-02-06
1164,ISO/R 777:1968,9599,1,1968-01-01
1165,ISO 5948:1994,9599,2,1994-06-16
1166,ISO/R 778:1968,9599,1,1968-01-01
1167,ISO/WD 0,2098,1,
1168,ISO/WD 7990,2098,2,
1169,ISO/WD 12672,2098,4,
1170,ISO 11312:1993,9599,1,1993-10-21
1171,ISO/WD 12328,2098,1,
1172,ISO/R 782:1968,9599,1,1968-01-01
1173,ISO/R 787:1970,9599,1,1970-01-01
1174,ISO/WD 12660,2098,1,
1175,ISO 10817-1:1998,9093,1,1998-12-20
1176,ISO/WD 12666,2098,1,
1177,ISO/R 788:1968,9599,1,1968-01-01
1178,ISO/WD 12680-1,2098,1,
1179,ISO 10843:1997,9093,1,1997-08-28
1180,ISO 9457-2:1994,9093,1,1994-09-22
1181,ISO/WD 12881,2098,1,
1182,ISO/R 790:1968,9599,1,1968-01-01
1183,ISO/R 791:1968,9599,1,1968-01-01
1184,ISO/R 792:1968,9599,1,1968-01-01
1185,ISO/WD 12358,2098,1,
1186,ISO 10202-7:1998,9599,1,1998-07-02
1187,ISO/DIS 12676,4098,1,
1188,ISO/R 793:1968,9599,1,1968-01-01
1189,ISO/WD 11959,2098,1,
1190,ISO/CD 12704,3098,1,
1191,ISO/R 794:1968,9599,1,1968-01-01
1192,ISO/R 795:1968,9599,1,1968-01-01
1193,ISO/WD 12496,2098,1,
1194,ISO 12366:2001,9020,1,2001-12-20
1195,ISO/WD 7599,2098,2,
1196,ISO/WD 0,2098,4,
1197,ISO/DIS 13046,4098,1,
1198,ISO/WD 2155,2098,2,
1199,ISO/DIS 7370,4098,2,
1200,ISO/R 796:1968,9599,1,1968-01-01
1201,ISO 1005-1:1994,9093,2,1994-07-14
1202,ISO/R 797:1968,9599,1,1968-01-01
1203,ISO/R 80:1968,9599,2,1968-01-01
1204,ISO 10787-2:1994,9599,1,1994-12-01
1205,ISO/WD 1109,2098,2,
1206,ISO/R 801:1968,9599,1,1968-01-01
1207,ISO/NP 12332,1098,1,
1208,ISO/WD 12522,2098,1,
1209,ISO/R 802:1968,9599,1,1968-01-01
1210,ISO 11971:1997,9599,1,1997-12-18
1211,ISO 2328:1993,9599,2,1993-10-28
1212,ISO 12357-1:1999,9093,1,1999-12-16
1213,ISO/WD 2107,2098,2,
1214,ISO 12944-1:1998,9599,1,1998-05-21
1215,ISO/WD 13039,2098,1,
1216,ISO/WD 4131,2098,2,
1217,ISO/WD 12734,2098,1,
1218,ISO/R 803:1968,9599,1,1968-01-01
1219,ISO/R 804:1968,9599,1,1968-01-01
1220,ISO/R 805:1968,9599,1,1968-01-01
1221,ISO/CD 12902,3098,1,
1222,ISO/R 806:1968,9599,1,1968-01-01
1223,ISO/R 809:1968,9599,1,1968-01-01
1224,ISO/R 810:1968,9599,1,1968-01-01
1225,ISO/TR 11842:1997,9599,1,1997-05-08
1226,ISO 10928:1997,9599,1,1997-08-14
1227,ISO/R 811:1968,9599,1,1968-01-01
1228,ISO 642:1999,9599,2,1999-09-09
1229,ISO/CD 10659,3098,1,
1230,ISO/WD 12377,2098,1,
1231,ISO 8115-3:1995,9599,1,1995-10-12
1232,ISO 10803:1999,9599,1,1999-12-02
1233,ISO 10846-1:1997,9599,1,1997-10-16
1234,ISO/WD 12338,2098,1,
1235,ISO/R 813:1968,9599,1,1968-01-01
1236,ISO 12213-1:1997,9599,1,1997-11-27
1237,ISO/WD 12661,2098,1,
1238,ISO 830:1999,9599,2,1999-10-14
1239,ISO/WD 13455,2098,1,
1240,ISO/WD 12433,2098,1,
1241,ISO 3650:1998,9093,2,1998-12-20
1242,ISO 12951:1999,9599,1,1999-10-07
1243,ISO/CD 12322,3098,1,
1244,ISO/R 814:1968,9599,1,1968-01-01
1245,ISO/R 816:1968,9599,1,1968-01-01
1246,ISO 11972:1998,9599,1,1998-02-19
1247,ISO/R 817:1968,9599,1,1968-01-01
1248,ISO/WD 0,2098,1,
1249,ISO/WD 6127,2098,2,
1250,ISO/R 818:1968,9599,1,1968-01-01
1251,ISO 11313:1994,9599,1,1994-11-24
1252,ISO/WD 12325,2098,1,
1253,ISO/R 819:1968,9599,1,1968-01-01
1254,ISO/R 820:1968,9599,1,1968-01-01
1255,ISO/R 821:1968,9599,1,1968-01-01
1256,ISO/CD 5982,3098,2,
1257,ISO/WD 12664,2098,1,
1258,ISO/R 822:1968,9599,1,1968-01-01
1259,ISO/R 823:1968,9599,1,1968-01-01
