id,reference,currentStage,edition,publicationDate
87988,ISO 19014-1,6000,2,
87989,ISO 924:2024,6060,3,2024-08-30
87990,ISO 1213-2:2024,6060,3,2024-08-12
87991,ISO 1953:2025,6060,4,2025-10-02
87992,ISO 8858-2:2024,6060,2,2024-09-06
87993,ISO 8858-3:2025,6060,2,2025-11-12
87994,ISO 20905:2024,6060,2,2024-10-09
87999,ISO 9073-5:2025,6060,2,2025-04-15
88000,ISO/TR 22087:2025,6060,1,2025-05-12
88001,ISO/DIS 24695,4060,1,
88004,ISO 10873:2026,6060,3,2026-06-22
88005,ISO/TS 6892-5:2025,6060,1,2025-02-12
88006,ISO 24758-1:2025,6060,1,2025-12-12
88007,ISO 24758-2:2025,6060,1,2025-10-28
88008,ISO/CD 21256-5,3060,1,
88009,IEC/AWI 80369-5,1099,2,
88010,ISO/FDIS 10298,5000,4,
88011,ISO 14246:2022/Amd 1:2025,6060,3,2025-08-25
88012,ISO/PWI 24781,0098,1,
88013,ISO/FDIS 9994,5020,6,
88014,ISO/FDIS 22702,5020,3,
88015,ISO/DIS 6403,4060,2,
88016,ISO/CD 24776,3060,1,
88017,ISO/PWI 24782,0060,1,
88020,ISO 6670:2025,6060,3,2025-12-19
88021,ISO 23223:2025,6060,2,2025-02-19
88022,ISO 6289:2025,6060,3,2025-03-07
88023,ISO 8149:2025,6060,1,2025-05-01
88024,ISO 11431:2025,6060,3,2025-08-27
88025,ISO 9073-6:2025,6060,2,2025-04-11
88026,ISO/DIS 5168,4060,3,
88027,ISO 13379-1:2025,6060,2,2025-10-02
88028,ISO/CD 13379-2,3098,2,
88029,ISO 13381-1:2025,6060,3,2025-09-02
88030,ISO/DIS 18436-2,4099,3,
88031,ISO/CD 18436-5,3098,2,
88032,ISO/IEC FDIS 80079-41,5000,1,
88035,ISO/PWI 1014-1,0098,1,
88036,ISO/PWI 1014-2,0098,1,
88037,ISO/PWI 1014-3,0098,1,
88038,ISO/NP 24812,1098,1,
88039,ISO 20289:2025,6060,2,2025-06-02
88040,ISO 1014-1:2025,6060,1,2025-07-18
88041,ISO 1014-2:2025,6060,1,2025-07-22
88042,ISO 1014-3:2025,6060,1,2025-07-21
88043,ISO/PWI 24809,0060,1,
88044,ISO 10280:2025,6060,2,2025-09-11
88045,ISO 9556:2025,6060,2,2025-07-08
88046,ISO 9441:2026,6060,2,2026-08-03
88047,ISO/DIS 4935,4060,2,
88048,ISO/DIS 4383,4098,5,
88049,ISO 7765-2:2025,6060,3,2025-05-29
88050,ISO 29862:2024,6060,3,2024-12-03
88051,ISO 7148-1:2025,6060,4,2025-12-10
88052,ISO 7148-2:2026,6060,3,2026-02-02
88053,ISO 5684:2025,6060,2,2025-08-20
88055,ISO/DIS 472-3,4000,1,
88056,ISO/PWI 24811,0098,1,
88057,ISO/TR 24813:2026,6060,1,2026-07-02
88058,ISO/CD 12301,3098,3,
88059,ISO/CD 472-6,3060,1,
88061,ISO/TR 19032:2026,6060,3,2026-06-19
88062,ISO 877-3:2026,6060,3,2026-05-19
88063,ISO 4892-4:2024,6060,4,2024-12-04
88064,ISO/NP 21488,1020,1,
88065,ISO 14064-1:2018/DAmd 1,4098,2,
88066,ISO/TS 24815:2025,6060,1,2025-06-11
88067,ISO/TS 24816:2025,6060,1,2025-06-10
88068,ISO/FDIS 18841,5000,2,
88069,ISO/DIS 24819,4060,1,
88070,ISO/DIS 24823,4060,1,
88071,ISO 24825:2026,6060,1,2026-03-27
88072,ISO 17123-6:2025,6060,4,2025-07-03
88073,ISO 10471:2025,6060,3,2025-08-27
88075,ISO/CD 16620-2,3098,3,
88076,ISO/DIS 22043,4099,2,
88077,ISO/DIS 22044,4099,2,
88078,ISO 6358-1:2013/Amd 2:2026,6060,1,2026-04-10
88079,ISO 6358-2:2019/Amd 1:2026,6060,2,2026-04-10
88080,ISO 20145:2026,6060,2,2026-02-04
88081,ISO/FDIS 24826,5000,1,
88083,ISO/AWI TR 24828,2000,1,
88084,ISO 24829:2026,6060,1,2026-06-12
88085,ISO/WD 3722.3,2060,2,
88086,ISO/WD 6029-2,2098,2,
88087,ISO 9139:2026,6060,2,2026-05-26
88089,ISO/FDIS 6338-4,5000,1,
88090,ISO/FDIS 6338-5,5000,1,
88091,ISO/WD 19158,2098,2,
88092,ISO 23611-1:2026,6060,3,2026-06-12
88094,ISO/FDIS 2974,5020,10,
88095,ISO 23611-6:2026,6060,2,2026-06-16
88096,ISO 17601:2025,6060,2,2025-10-24
88097,ISO/CD TS 10832,3060,2,
88098,ISO/AWI 19206-10,2000,1,
88099,ISO 21099:2026,6060,1,2026-05-13
88100,ISO/DIS 10545-25,4060,1,
88101,ISO 14019-4:2026,6060,1,2026-02-06
88103,ISO/FDIS 24831,5000,1,
88104,ISO 24832-1,6000,1,
88105,ISO 24833:2026,6060,1,2026-01-28
88106,ISO 11357-3:2025,6060,4,2025-05-29
88107,ISO 11357-5:2025,6060,3,2025-05-09
88108,ISO 11357-6:2025,6060,4,2025-06-06
88109,ISO 6427:2025,6060,4,2025-07-07
88110,ISO 14404-1:2024,9092,2,2024-09-16
88111,ISO 14404-2:2024,9092,2,2024-09-16
88112,ISO 22133:2026,6060,1,2026-01-27
88113,ISO/TR 13086-4:2024,6060,2,2024-11-29
88115,ISO 24835-1:2025,6060,1,2025-11-19
88116,ISO 24835-2:2025,6060,1,2025-11-13
88117,ISO 10318-1:2026,6060,2,2026-01-09
88118,ISO/FDIS 10318-2,5000,2,
88120,ISO/IEC PWI TS 27022,0098,2,
88121,ISO/IEC PWI 24836,0098,1,
88122,ISO/IEC PWI 24838,0098,1,
88123,ISO/IEC PWI 24839,0098,1,
88124,ISO/IEC PWI 24840,0098,1,
88125,ISO/IEC PWI 24841,0098,1,
88127,ISO/IEC PWI 24843,0098,1,
88128,ISO/IEC PWI 24844,0098,1,
88129,ISO/IEC CD 26300-1,3098,2,
88130,ISO/IEC DIS 11770-4,4060,3,
88131,ISO/IEC 20009-4:2017/PRF Amd 1,5020,1,
88132,ISO/IEC PRF 26300-2,5000,2,
88133,ISO/IEC PWI 22061,0098,1,
88134,ISO/IEC 15408-1:2026,6060,5,2026-05-19
88135,ISO/IEC 15408-2:2026,6060,5,2026-05-19
88136,ISO/IEC 15408-3:2026,6060,5,2026-05-19
88137,ISO/IEC PRF 26300-3,5000,2,
88138,ISO/IEC 15408-4:2026,6060,2,2026-05-19
88139,ISO/IEC PRF 26300-4,5000,1,
88140,ISO/IEC 15408-5:2026,6060,2,2026-04-28
88141,ISO/IEC 18045:2026,6060,4,2026-05-19
88143,ISO/IEC 27566-1:2025,6060,1,2025-12-12
88144,ISO/AWI TS 20008,2000,1,
88145,ISO/IEC 22989:2022/DAmd 1,4099,1,
88146,ISO/CD TS 17603,3060,1,
88147,ISO/IEC DIS 27566-3,4000,1,
88149,ISO/IEC 23053:2022/DAmd 1,4099,1,
88150,ISO/IEC 27018:2025,6060,3,2025-08-26
88151,ISO/IEC 29151:2026,6060,2,2026-07-24
88152,ISO 18243:2025,6060,2,2025-12-12
88153,ISO/AWI 21501-4,2000,3,
88154,ISO/AWI 22064,2000,1,
88155,ISO/NP 24845,1020,1,
88156,ISO/DIS 24846,4020,1,
88157,ISO 787-24,6000,3,
88158,ISO 787-5:2026,6060,2,2026-04-01
88159,ISO/DIS 24847,4060,1,
88160,ISO/DIS 24848,4020,1,
88162,ISO/AWI 27891,2000,2,
88163,ISO/IEEE 11073-10421:2024,6060,2,2024-08-26
88164,ISO/IEEE 11073-10425:2024,6060,3,2024-09-16
88165,ISO/IEEE 11073-10471:2024,6060,2,2024-09-16
88166,ISO/IEEE 11073-10472:2024,6060,2,2024-09-16
88167,ISO/IEEE 11073-10700:2024,6060,1,2024-09-16
88168,ISO/IEEE 11073-10701:2024,6060,1,2024-09-16
88169,ISO/PRF 4078-2,5000,1,
88172,ISO/NP 9241-250,1020,1,
88174,ISO 3941:2026,6060,3,2026-01-21
88175,ISO 13284:2026,6060,3,2026-05-07
88176,ISO 2710-1:2026,6060,3,2026-07-29
88177,ISO 13332:2026,6060,2,2026-01-12
88178,ISO 8528-4:2025,6060,3,2025-10-10
88179,ISO 16140-4:2020/Amd 2:2025,6060,1,2025-08-14
88180,ISO/AWI 16140-8,2000,1,
88181,ISO 16140-3:2021/Amd 1:2025,6060,1,2025-08-15
88182,ISO/IEC 14543-5-103:2023,6060,1,2023-11-01
88183,ISO 544:2024,6060,6,2024-09-13
88184,ISO/DIS 18587,4000,2,
88185,ISO/PRF 6791,5000,2,
88186,ISO/DIS 6998,4099,3,
88187,ISO/FDIS 12926,5000,2,
88188,ISO/PRF 6376,5000,2,
88189,ISO/CD 5161,3020,1,
88190,ISO/DIS 16703,4060,2,
88191,ISO/CD 22155,3098,4,
88192,ISO 11465:2025,6060,2,2025-08-28
88193,ISO/DIS 888,4020,3,
88194,ISO 4026:2026,6060,4,2026-02-18
88195,ISO 4027:2026,6060,4,2026-02-18
88196,ISO 4028:2026,6060,4,2026-02-18
88197,ISO 4029:2026,6060,4,2026-02-18
88198,ISO/WD 898-1,2098,6,
88199,ISO 10993-3:2026,6060,4,2026-08-06
88200,ISO 10993-23:2021/Amd 1:2025,6060,1,2025-05-01
88201,ISO 10993-17:2023/Amd 1:2025,6060,2,2025-11-18
88202,ISO/CD TS 21726,3060,2,
88203,ISO/AWI TS 24830,2000,1,
88204,ISO/CD TR 24850,3060,1,
88205,ISO 10993-12:2021/Amd 1:2025,6060,5,2025-08-13
88206,ISO/FDIS 10993-16,5000,4,
88208,ISO/DIS 37401,4060,1,
88209,ISO 14001:2015/Amd 1:2024,9599,3,2024-02-23
88210,ISO/TS 22726-1:2025,6060,2,2025-11-07
88211,ISO 12855:2025,6060,4,2025-04-09
88212,ISO 16785:2026,6060,1,2026-08-19
88213,ISO 17574,6000,1,
88214,ISO 17573-3:2024,6060,2,2024-12-13
88215,ISO/PRF 15638-1,5000,2,
88216,ISO/CD TR 22260-1.2,3099,1,
88217,ISO/PWI 22260-2,0098,1,
88218,ISO/CD 24851,3060,1,
88219,ISO/AWI TR 24852,2000,1,
88220,ISO 19082:2025,6060,1,2025-11-13
88221,ISO/PWI TR 24853,0098,1,
88222,ISO 17387:2026,6060,2,2026-02-20
88223,ISO 23375,6000,2,
88224,ISO/PWI 1779-5,0098,1,
88225,ISO/DIS 17739-6,4000,1,
88226,ISO/DIS 23098-4,4000,1,
88227,ISO/CD 17739-5,3060,1,
88228,ISO/DIS 17748-4,4020,1,
88230,ISO/PWI TR 24855,0098,1,
88231,ISO 17419:2025,6060,2,2025-05-29
88232,ISO 17423:2025,6060,2,2025-04-10
88233,ISO 18750:2025,6060,2,2025-04-04
88234,ISO/IEC FDIS 25059,5000,2,
88235,ISO/TR 24856:2025,6060,1,2025-03-26
88236,ISO/TS 5616:2024,6060,1,2024-12-11
88237,ISO/CD 10684,3060,2,
88238,ISO/TS 24858,6000,1,
88239,ISO/DIS 8873-1,4099,2,
88240,ISO/DIS 7214,4060,5,
88241,ISO/IEC PWI 42108,0098,1,
88242,ISO/CD TS 5660-3,3060,2,
88243,ISO/IEC CD TR 42109,3060,1,
88244,ISO/IEC NP TS 42110,1098,1,
88245,ISO/IEC CD TS 42111,3060,1,
88246,ISO/IEC TS 42112:2026,6060,1,2026-06-05
88247,ISO 18418-1:2026,6060,3,2026-01-12
88248,ISO 12251:2026,6060,3,2026-01-26
88249,ISO/CD 6622-2,3098,3,
88250,ISO/DIS 6624-3,4099,3,
88251,ISO/TS 17536-2:2026,6060,2,2026-04-16
88252,ISO/CD TS 17536-3,3099,2,
88253,ISO/DIS 17536-1,4060,2,
88254,ISO/DIS 6621-1,4060,4,
88255,ISO/DIS 6624-1,4099,4,
88256,ISO 4504:2025,6060,2,2025-05-13
88257,ISO/CD 24859,3060,1,
88258,ISO 15373:2024,6060,2,2024-12-06
88259,ISO/PRF 13741-2,5020,2,
88260,ISO/DIS 4576,4099,3,
88261,ISO 1158:2026,6060,4,2026-03-03
88262,ISO/TR 24464:2025,6060,2,2025-03-07
88263,ISO 18436-3:2025,9092,3,2025-01-10
88264,ISO/DIS 18436-10,4099,1,
88265,ISO/DIS 18436-8,4099,2,
88266,ISO 29821:2026,6060,2,2026-04-16
88267,ISO/PWI 16079-3,0098,1,
88268,ISO 16079-1:2026,6060,2,2026-06-02
88269,ISO/CD 24860,3098,1,
88270,ISO/CD 24861,3098,1,
88271,ISO/PRF 24862,5020,1,
88272,ISO/NP TS 24863,1020,1,
88273,ISO 6944-1:2024,9092,2,2024-06-26
88274,ISO/WD 3008-2,2098,3,
88276,ISO 3008-1:2025,6060,2,2025-06-02
88277,ISO 16365-1:2025,6060,2,2025-02-14
88278,ISO/TS 10303-1848:2024,6060,1,2024-09-03
88279,ISO/TS 10303-1849:2024,6060,1,2024-09-03
88280,ISO/TS 10303-1850:2024,6060,1,2024-09-03
88281,ISO/TS 10303-1851:2024,6060,1,2024-09-03
88282,ISO/TS 10303-1853:2024,9599,1,2024-09-03
88284,ISO 17506:2022/Amd 1:2025,6060,1,2025-01-30
88285,ISO/NP 24866,1020,1,
88287,ISO/CD TR 8000-320,3099,1,
88289,ISO/IEC PWI 42113,0098,1,
88290,ISO/IEC WD TS 7367,2098,1,
88291,ISO/CD TR 24869,3099,1,
88292,ISO/AWI TR 24870,2000,1,
88293,ISO/NP 7271,1098,3,
88294,ISO 2135:2024,6060,5,2024-10-01
88295,ISO 10216:2024,6060,4,2024-10-02
88296,ISO 19177-1:2026,6060,1,2026-03-13
88297,ISO/DTS 19123-4,5020,1,
88298,ISO 14533-3:2025,6060,2,2025-10-21
88299,ISO/PWI 24842,0060,1,
88300,ISO/CD TS 24865,3099,1,
88301,ISO/DIS 24871-1,4060,1,
88302,ISO 2081:2025,6060,5,2025-11-11
88303,ISO/PWI 14708-3,0098,3,
88304,ISO/FDIS 1456,5000,5,
88307,ISO/NP 24872,1098,1,
88309,ISO/DIS 12636,4060,3,
88310,ISO/PWI 22067-2,0098,1,
88311,ISO/DIS 24873,4060,1,
88312,ISO/DPAS 24874,5092,1,
88313,ISO/WD 24875-1.4,2020,1,
88314,ISO/CD 24876.2,3020,1,
88315,ISO/CD TR 24878-1,3099,1,
88317,ISO/CD 8124-6,3020,4,
88319,ISO/CD 8124-11,3060,2,
88322,ISO/FDIS 14918,5000,3,
88323,ISO/CD 2063-2,3098,2,
88324,ISO/CD 14232-1,3098,2,
88325,ISO 2361:2025,6060,3,2025-06-27
88327,ISO/WD 7372,2098,4,
88328,ISO/DIS 20411,4020,2,
88329,ISO 24269:2026,6060,1,2026-08-21
88330,ISO/FDIS 7986,5020,2,
88331,ISO/DTR 9241-520.3,5000,1,
88332,ISO/DIS 23564,4060,1,
88333,ISO/WD 19045-3,2098,1,
88335,ISO/DIS 24881,4060,1,
88336,ISO/AWI 24885,2000,1,
88341,ISO 17505:2025,6060,1,2025-06-04
88342,ISO/AWI 24890,2000,1,
88343,ISO/CD TS 24891,3099,1,
88344,ISO 13935-2:2026,6060,3,2026-04-22
88346,ISO 105-X11:2026,6060,5,2026-06-17
88347,ISO 16847:2025,6060,2,2025-02-26
88348,ISO 23231:2025,6060,2,2025-03-14
88351,ISO/DIS 24893,4020,1,
88352,ISO/AWI 24880,2000,1,
88353,ISO/DIS 24882,4060,1,
88354,ISO 21139-22:2026,6060,1,2026-04-23
88356,ISO/DTS 24883,5000,1,
88357,ISO 24884,6000,1,
88358,ISO 24894:2026,6060,1,2026-01-28
88359,ISO/FDIS 24895-1,5000,1,
88360,ISO/DIS 13943,4000,5,
88361,ISO/CD 19612,3098,1,
88362,ISO/IEC 18000-65:2026,6060,1,2026-02-13
88364,ISO/CD 19902,3099,3,
88365,ISO 5801:2017/Amd 1:2025,6060,3,2025-01-10
88366,ISO 24896:2026,6060,1,2026-06-11
88367,ISO 24898:2026,6060,1,2026-03-06
88368,ISO 22195-9:2026,6060,1,2026-08-26
88369,ISO/FDIS 24899,5000,1,
88370,ISO 10399:2026,6060,4,2026-05-15
88371,ISO/DIS 8589,4060,3,
88372,ISO/FDIS 2528,5020,4,
88373,ISO 9241-222:2026,6060,1,2026-06-26
88374,ISO/CD 9241-812,3060,1,
88375,ISO 24900:2026,6060,1,2026-08-11
88376,ISO 24902:2026,6060,1,2026-08-11
88377,ISO/IEC 19785-3:2025,9092,4,2025-07-14
88378,ISO 10583:2026,6060,2,2026-05-22
88379,ISO/CD 22072,3098,3,
88380,ISO/DIS 15156-1,4060,5,
88381,ISO/DIS 15156-2,4060,5,
88382,ISO/DIS 15156-3,4060,5,
88383,ISO 8207,6000,2,
88384,ISO 14298:2021/Amd 1:2024,6060,2,2024-02-23
88385,ISO 15378:2017/Amd 1:2024,6060,4,2024-02-23
88387,ISO 16000-40:2019/Amd 1:2024,6060,1,2024-02-23
88388,ISO/DIS 8600-7.2,4000,2,
88390,ISO 18166:2026,6060,1,2026-01-28
88391,ISO/CD 24903,3060,1,
88392,ISO/AWI 24904,2000,1,
88393,ISO 9073-7:2024,6060,2,2024-11-11
88394,ISO/TS 23520:2025,6060,1,2025-04-25
88396,ISO/CD 13918,3098,4,
88397,ISO 13916:2025,6060,3,2025-08-20
88398,ISO/CD TR 20173,3098,4,
88399,ISO/WD 15008,2098,4,
88400,ISO/PRF 20507,5020,4,
88401,ISO 19613,6000,2,
88402,ISO/PRF 17947-1,5020,1,
88403,ISO 18788:2015/Amd 1:2024,6060,1,2024-02-23
88404,ISO/DIS 23739,4099,2,
88405,ISO 19443:2018/Amd 1:2024,6060,1,2024-02-23
88406,ISO 21001:2018/Amd 1:2024,9599,1,2024-02-23
88407,ISO 21101:2014/Amd 1:2024,6060,1,2024-02-23
88408,ISO 21401:2018/Amd 1:2024,6060,1,2024-02-23
88409,ISO 19634:2026,6060,2,2026-02-09
88410,ISO 22000:2018/Amd 1:2024,6060,2,2024-02-23
88411,ISO 22163:2023/Amd 1:2024,6060,1,2024-02-23
88412,ISO 22301:2019/Amd 1:2024,6060,2,2024-02-23
88413,ISO 28000:2022/Amd 1:2024,6060,2,2024-02-23
88414,ISO 29001:2020/Amd 1:2024,6060,1,2024-02-23
88415,ISO 30301:2019/Amd 1:2024,6060,2,2024-02-23
88416,ISO 30401:2018/Amd 2:2024,6060,1,2024-02-23
88417,ISO 34101-1:2019/Amd 1:2024,6060,1,2024-02-23
88418,ISO 35001:2019/Amd 1:2024,6060,1,2024-02-23
88419,ISO 37001:2016/Amd 1:2024,9599,1,2024-02-23
88420,ISO 37101:2016/Amd 1:2024,6060,1,2024-02-23
88421,ISO 17138:2025,6060,2,2025-11-06
88422,ISO 37301:2021/Amd 1:2024,6060,1,2024-02-23
88423,ISO 39001:2012/Amd 1:2024,6060,1,2024-02-23
88424,ISO 22459:2024,6060,2,2024-08-15
88425,ISO 41001:2018/Amd 1:2024,6060,1,2024-02-23
88426,ISO 44001:2017/Amd 1:2024,6060,1,2024-02-23
88427,ISO/FDIS 23146,5000,3,
88428,ISO 45001:2018/Amd 1:2024,6060,1,2024-02-23
88429,ISO 46001:2019/Amd 1:2024,6060,1,2024-02-23
88430,ISO 50001:2018/Amd 1:2024,6060,2,2024-02-23
88431,ISO 9001:2015/Amd 1:2024,6060,5,2024-02-23
88432,ISO/PRF 17561,5000,3,
88433,ISO/IEC 19770-1:2017/Amd 1:2024,6060,3,2024-02-23
88434,ISO/IEC 20000-1:2018/Amd 1:2024,6060,3,2024-02-23
88435,ISO/IEC 27001:2022/Amd 1:2024,6060,3,2024-02-23
88436,ISO/DIS 8023,4060,1,
88439,ISO/PWI 6182-20,0060,1,
88440,ISO/WD TR 17870-2,2098,2,
88441,ISO/WD 13007-1,2098,4,
88442,ISO/WD 13007-3,2098,3,
88443,ISO/WD 14448,2060,2,
88446,ISO/IEC DIS 20071-24,4020,1,
88447,ISO/AWI 24906,2000,1,
88450,ISO/CD TS 22995-2,3099,1,
88451,ISO/NP 4070,1098,2,
88453,ISO/TS 44007:2025,6060,1,2025-08-25
88454,ISO/NP TS 24909,1020,1,
88455,ISO 24033:2025,6060,3,2025-06-11
88456,ISO 18488:2025,6060,2,2025-10-14
88457,ISO/DTS 24910-1,5000,1,
88458,ISO/TS 21569-10:2026,6060,1,2026-05-26
88459,ISO/AWI 11308,2000,1,
88460,ISO/AWI TS 24911,2000,1,
88461,ISO/DIS 8103-9,4099,2,
88462,ISO/PRF 23765,5000,2,
88463,ISO/DTS 24910-2,5000,1,
88464,ISO 9001,6000,6,
88465,ISO 9000:2026,6060,5,2026-05-27
88466,ISO 21120:2025,6060,1,2025-01-10
88467,ISO/DIS 11193-1,4099,4,
88468,ISO/DIS 11193-2,4099,2,
88469,IWA 44:2025,6060,1,2025-07-14
88470,ISO/DTS 17242,5000,2,
88471,ISO/FDIS 6487,5020,7,
88473,ISO 4925:2026,6060,4,2026-06-08
88474,ISO/AWI 11064-3,2000,2,
88477,ISO/DIS 22176,4060,1,
88478,ISO/AWI 24913,2000,1,
88479,ISO/PWI 10068,0098,3,
88480,ISO 703:2025,6060,5,2025-07-25
88481,ISO 505:2025,6060,5,2025-04-01
88482,ISO 251:2024,6060,5,2024-12-12
88483,ISO 4195:2026,6060,3,2026-08-03
88484,ISO 24914:2026,6060,1,2026-01-13
88485,ISO/NP 24915,1098,1,
88486,ISO 21180:2025,6060,3,2025-11-06
88487,ISO 21181:2025,6060,3,2025-11-06
88488,ISO 21182:2025,6060,3,2025-11-06
88489,ISO/TR 13849-3:2026,6060,1,2026-03-20
88490,ISO 5840-1:2021/Amd 1:2025,6060,2,2025-03-04
88491,ISO 5840-2:2021/Amd 1:2025,6060,2,2025-03-04
88492,ISO 5840-3:2021/Amd 1:2025,6060,2,2025-03-04
88493,ISO/NP TS 24916,1098,1,
88497,ISO 18646-6:2026,6060,1,2026-05-20
88498,ISO 1966:2026,6060,2,2026-07-10
88504,ISO/TR 9814:2025,6060,1,2025-06-16
88505,ISO/PWI 24918,0098,1,
88506,ISO/PWI 7404-6,0098,1,
88508,ISO 5667-15:2026,6060,3,2026-05-29
88509,ISO/AWI TS 13121,2000,1,
88510,ISO/IEC CD 31303.2,3060,1,
88511,ISO/AWI 24921,2000,1,
88512,ISO 6426-2:2026,6060,3,2026-02-20
88513,ISO/CD 21360-7,3060,1,
88514,ISO/PWI 230-6,0098,2,
88515,ISO 29481-1:2025,6060,3,2025-11-24
88516,ISO 29481-2:2025,6060,2,2025-12-11
88518,ISO/NP TS 24923-1,1098,1,
88519,ISO/NP TS 24924-2,1098,1,
88520,ISO/DIS 27917,4060,2,
88521,ISO 12749-5,6000,2,
88522,ISO/WD 24925,2060,1,
88525,ISO/PWI 24928.2,0060,1,
88526,ISO/CD TS 24929-1,3099,1,
88527,ISO/TS 24929-2:2025,6060,1,2025-08-06
88528,ISO 272:1982/DAmd 1,4098,2,
88529,ISO/IEC 24931-1,6000,1,
88530,ISO/TS 24932:2026,6060,1,2026-08-06
88531,ISO/PWI 24933,0098,1,
88532,ISO/DIS 24934,4060,1,
88535,ISO/IEC 18000-6:2025,6060,4,2025-10-27
88536,ISO/IEC PRF 18305,5000,2,
88537,ISO/IEC 18047-6:2025,6060,3,2025-11-14
88538,ISO/IEC 24791-5:2025,6060,2,2025-10-16
88539,ISO/DIS 15136-3,4060,1,
88540,ISO/DIS 6469-1,4060,4,
88541,ISO/TR 24935:2025,6060,1,2025-07-01
88542,ISO 284:2025,6060,5,2025-06-04
88543,ISO 14890:2026,6060,3,2026-02-16
88544,ISO 18573:2024,6060,3,2024-09-03
88545,ISO 16399:2023/Amd 1:2025,6060,2,2025-02-21
88546,ISO/FDIS 15500-2,5000,4,
88547,ISO/DIS 11238,4060,3,
88548,ISO/DIS 11615.2,4060,3,
88549,ISO/WD 21355,2020,1,
88550,ISO/DIS 11616,4099,3,
88551,ISO 3170:2025,6060,4,2025-06-13
88552,ISO/TS 11633-1,6000,2,
88553,ISO/DIS 21549-6,4098,2,
88555,ISO/DIS 18308,4020,2,
88556,ISO/CD TS 22039,3099,1,
88557,ISO/TR 24936:2026,6060,1,2026-05-05
88558,ISO/DIS 21282-1,4020,1,
88559,ISO/DIS 21282-2,4020,1,
88560,ISO/DIS 21282-3,4020,1,
88561,ISO 8000-119:2026,6060,1,2026-01-16
88562,ISO 19674:2025,6060,2,2025-06-19
88563,ISO/CD TR 24938,3098,1,
88564,ISO/AWI 21526,2000,1,
88565,ISO 17117-1:2025,6060,2,2025-11-26
88566,ISO/NP TS 24939-2,1098,1,
88567,ISO 7752-2:2025,6060,3,2025-12-18
88568,ISO 16843-1:2025,6060,1,2025-11-25
88569,ISO 16843-2:2025,6060,1,2025-07-03
88570,ISO 3953:2025,6060,5,2025-10-10
88571,ISO/PWI 2631-4,0098,2,
88574,ISO/CD 31000,3060,3,
88575,ISO/CD 4201-1,3060,1,
88576,ISO/FDIS 8536-5,5000,3,
88577,ISO 18363-3:2024,6060,2,2024-07-01
88578,ISO/DIS 12100.3,4020,2,
88579,ISO/CD 14122,3060,1,
88580,ISO/PWI 14122-2,0098,3,
88581,ISO/PWI 14122-3,0098,3,
88582,ISO/PWI 14122-4,0098,3,
88583,ISO/IEC AWI 24940,2000,1,
88584,ISO/DIS 14159,4020,2,
88585,ISO/CD 28018,3060,1,
88586,ISO 24298:2025,6060,1,2025-07-09
88587,ISO 4730:2025,6060,4,2025-06-12
88588,ISO 3518:2025,6060,4,2025-01-07
88590,ISO 8902:2025,6060,4,2025-09-22
88591,ISO 3054:2025,6060,5,2025-09-18
88592,ISO/DIS 24942,4000,1,
88593,ISO 17396:2024,6060,3,2024-09-04
88594,ISO/DIS 20643,4020,2,
88596,ISO/CD 10251,3000,3,
88597,ISO/WD 24922,2060,1,
88598,ISO/FDIS 8553,5020,2,
88599,ISO 14644-5:2025,6060,2,2025-05-27
88600,ISO/DIS 19303-1,4000,1,
88601,ISO/AWI 20671-4,2000,1,
88602,ISO/CD 20671-5,3099,1,
88604,ISO/DIS 12217-1.2,4000,5,
88605,ISO 24505-1:2025,6060,1,2025-09-26
88606,ISO/DIS 12217-2.2,4000,5,
88607,ISO/WD 12217-3,2098,5,
88608,ISO/NP 24158-2,1020,1,
88610,ISO/IEC 9995-1:2026,6060,4,2026-01-16
88611,ISO/IEC 9995-2:2026,6060,4,2026-01-23
88612,ISO/IEC 9995-4:2025,6060,4,2025-11-19
88613,ISO/DIS 19642-13,4060,1,
88614,ISO/DIS 24946,4060,1,
88615,ISO/DIS 3691-4,4020,3,
88616,ISO/TR 5757:2025,6060,1,2025-10-28
88617,ISO/CD 24947,3060,1,
88618,ISO/CD 24948,3092,1,
88619,ISO/CD 24949,3060,1,
88621,ISO/AWI 24951,2000,1,
88622,ISO 19014-3,6000,2,
88623,ISO/WD 9553,2020,2,
88624,ISO/PWI 11301-5,0098,1,
88626,ISO 12233:2024,6060,5,2024-09-16
88627,ISO 15236-3,6000,3,
88628,ISO 1120:2025,6060,5,2025-09-25
88629,ISO/WD 13175-3,2098,2,
88630,ISO/PWI 6232,0060,1,
88632,ISO 5832-2:2025,6060,5,2025-09-04
88633,ISO/PWI 15374,0098,2,
88634,ISO 5834-1:2025,6060,5,2025-07-04
88635,ISO 5834-3:2025,6060,3,2025-07-04
88636,ISO 5834-4:2025,6060,3,2025-07-04
88637,ISO 5834-5:2025,6060,3,2025-07-04
88639,ISO/FDIS 5833,5020,3,
88640,ISO 18490:2026,6060,2,2026-03-27
88641,ISO 15733:2026,6060,3,2026-06-12
88642,ISO 9050:2026,6060,3,2026-07-24
88643,ISO/FDIS 24952,5000,1,
88644,ISO/TS 24929-3:2026,6060,1,2026-08-10
88647,ISO/TS 24929-4:2026,6060,1,2026-01-28
88648,ISO/TS 24929-5,6000,1,
88649,IEC/TR 60828:1988,6060,1,1988-05-15
